group,y
B,1.3771284051211254
B,1.6659633500025417
B,3.3951478925296232
B,2.6366744110389497
B,1.8915683030096173
B,2.5137627784046734
B,2.3992718072739585
B,3.662856447430405
B,2.275893403585483
B,2.5062726232076873
B,2.3475519750238116
B,1.6227623525036867
B,2.0976194631092375
B,3.638744645121728
B,1.1244075258104314
B,2.121759998641046
B,3.362130660844982
B,1.76537891307729
B,0.946617192056914
B,1.1302163943640884
B,1.609872970352945
B,1.1526499268704282
B,1.7393606079006008
B,1.5855802936581067
B,1.8169492022805664
B,2.4070560978805777
B,2.6246331282021464
B,3.678205743704712
B,1.9313063464350093
B,1.6791600873418226
B,3.471005717048905
B,3.7043293978270984
B,2.043244037557529
B,1.667342680866481
B,0.17776458243690452
B,3.4112623987467803
B,1.1624175659231388
B,0.8762372056046837
B,5.043765886095288
B,2.235021308250671
B,1.9667413898866943
B,-0.7322195229558042
B,1.9002094115581039
B,2.9760317349223966
B,2.4138689154510975
B,2.9123221616101134
B,3.983732200684385
B,3.1691085140136264
B,1.4912629845847802
B,2.704180178465512
B,1.8015837261779213
B,1.461929211115137
B,-0.8557586550192342
B,1.2103531477362388
B,2.4878146351636845
B,4.168032539519327
B,2.500694614280786
B,2.6202102036673196
B,1.034096789866425
B,2.162654708118265
B,-0.07823754188737686
C,2.4852268205692525
C,2.6967687785649126
C,2.185513915583057
C,2.700733515544461
C,2.311681028661359
C,2.760462361967838
C,3.8424636262076604
C,3.1123628412625957
C,2.0326639575014442
C,0.8855510352026355
C,2.4180578223850833
C,1.599764762656837
C,3.493493102617481
C,0.39291906015028344
C,1.5842482115984848
C,2.42200837321742
C,1.8482634634650228
C,1.3938488847357804
C,1.6952789310332859
C,2.6295360998844717
C,2.8951719802755385
C,2.6602126318204053
C,4.2734835204474795
C,3.1734975726323915
C,2.2877097283137866
C,1.3402299061786946
C,4.919140130717616
C,2.677415500438328
C,1.3156796558639932
C,2.1864920830809704
C,1.6756066995163428
C,1.7252957817741936
C,1.0664966594101322
C,2.1168453449860816
C,2.319160238648117
C,0.92245787724057
C,-1.2331521329231365
C,1.745125347345466
C,2.02951783032148
C,2.5942737741105124
C,2.059135168178797
C,2.4133988947370453
C,0.9022278254295795
C,2.7111752572704404
C,2.7188887298541426
C,2.2516510690289677
C,3.357274436151774
C,2.4044684712786073
C,2.2643642698379387
C,2.2680439041436973
C,2.436930577039483
C,3.060123905487364
C,2.4521903965287155
C,2.663198615687065
C,0.8636264460091652
C,1.6295024829078828
C,3.4769695897924704
C,0.7760962494862438
C,2.2580683873961056
C,2.4050028054335164
C,2.9758033218094497
C,1.651123263460091
C,2.1586254394912623
C,0.2367449334588465
C,2.338596047099905
C,1.3334349704407273
C,1.7613533756723558
C,0.8122347175428057
C,2.3849353217685785
C,2.6665795156544796
C,1.6953861105422647
C,3.8250110640862953
C,2.670559370567587
C,2.948632573255153
C,4.04940300167091
C,1.3488863907624653
C,2.8086192728462933
C,2.9865806139545623
C,1.9938292039093
C,2.319052357931912
C,0.9881780972581558
C,2.470167547726389
C,1.2990296683709026
C,2.8136828625264916
C,1.1885692160072279
C,2.3193974870994603
C,1.1534773468363757
C,1.7542368208712675
C,0.447140988894539
C,2.128434032925753
C,2.9854433894048675
C,2.1832475230671915
C,0.2337707865695413
C,1.3794663033840564
C,3.656043036998736
C,3.8098053855838763
C,0.8249632319878648
C,1.633296741172359
C,2.353625448927287
C,2.3191562208678977
D,1.4200430109805984
D,1.0467212980530936
D,1.820571413054379
D,3.0098082149443037
D,2.0236266149214086
D,1.3509717804160994
D,1.4956257779518092
D,3.614391495458363
D,1.553040188744337
D,2.7631767611133147
D,3.471718686185799
D,2.4436649036874156
D,1.5782781299298114
D,1.9599983737939264
D,1.5077200317721127
D,3.2277171173127517
D,1.8504464347556078
D,3.5499833839824637
D,1.4383874646186865
D,1.3528827493676394
D,2.1431321590504266
D,2.024188647991051
D,1.495548475419131
D,0.4186031900696612
D,2.030066421255418
D,1.2834233009292988
D,3.082610955476119
D,1.0473145450607066
D,3.1264827290091572
D,1.3509569826208843
D,2.2924700784067262
D,2.898702724402737
D,1.4812576432081261
D,2.5544385523451254
D,1.9120263288159873
D,0.8647870705924783
D,1.7299203890000983
D,3.619789877534936
D,1.7858688263033597
D,1.1822175370750432
D,1.945977075918393
D,2.3301416098578693
D,2.9553246146573993
D,3.143959877792441
D,2.1005223983750634
D,3.164575245657383
D,1.2357400522008524
D,-0.344513404690304
D,1.5283165744704643
D,1.4841445104926099
D,-0.3160361515025607
D,2.5624717569695328
D,1.2162248605776194
D,1.7739460137718348
D,0.4128970123459579
D,2.547524201868316
D,3.891227017355481
D,1.1219228897759557
D,1.8874410889552131
D,3.9487130649759905
D,2.933816332207727
D,3.913059421697048
D,1.9947659420680603
D,1.847739951078365
D,1.4903683428208818
D,3.4345737034261172
D,0.7141614676670116
D,2.307314215255018
D,1.953681466722617
D,4.251841800126877
D,1.391966271390292
D,0.4907118301489639
D,2.2326317695085756
D,1.9603513039489067
D,1.1608749324946546
D,2.132291088244156
D,1.724475253294061
D,1.3212413587319682
D,2.5008359317758253
D,1.6683376879932115
D,0.16501974922747364
D,-0.6517412483726814
D,1.4194178279155851
D,3.4541868708711894
D,2.838129379964693
D,3.2150535804461358
D,2.9825054427327946
D,2.3157640240184305
D,0.4929373722836792
D,2.205569787166277
D,3.59722809034381
D,-1.3960635345743633
D,1.218647715697918
D,3.102464640751907
D,2.5287450194452927
D,2.789394403514854
D,2.4570995058560814
D,2.5388331156581225
D,2.014643122411101
D,1.0835108642969065
E,0.7731849092323448
E,2.0361528681302232
E,1.57860688642861
E,1.1006355915370953
E,2.4174413174865617
E,2.1534447368640097
E,3.463283045193246
E,0.8784975026744581
E,1.4822119169449763
E,1.9250529116614767
E,0.5922099185609193
E,1.715294131889523
E,1.2918288217866238
E,-0.14763900113751616
E,1.7161628393886421
E,1.465927836023913
E,3.1330101941541955
E,1.3959310771523445
E,2.557511595592472
E,2.1426292932550868
E,0.7631397851546755
E,2.3741439725031896
E,1.8939138765335466
E,2.166061986509049
E,2.6580348483424063
E,2.1139629199713856
E,3.585159164031191
E,2.1155534404433243
E,0.7460009607164848
E,2.74186477930074
E,0.7770983850001514
E,0.08110586823788646
E,1.1900636100792066
E,1.2553227712147224
E,1.392494077306801
E,3.6067595660649365
E,3.635599446283628
E,2.726091096698492
E,0.7261650749565416
E,2.0231465554333403
E,2.4871212338264788
E,1.862972496730269
E,2.1717454824560094
E,1.0552060851000133
E,0.7123796939937874
E,3.407765738751031
E,2.26737268905316
E,1.5916023578539877
E,2.3252712199169405
E,4.062480973119353
E,2.3626669556639506
E,3.4114046447038975
E,3.367544314575427
E,1.592823852878461
E,2.762541730885853
E,1.3487991769682774
E,0.5263442205316824
E,0.7983342035948899
E,1.8512795218699076
E,3.7970624285523082
E,2.1048087178555717
E,1.197162026648524
E,2.2303749641636745
E,2.697975193218088
E,0.7047982680541196
E,0.9453197820223354
E,0.05839251032492854
E,0.7304394069962779
E,1.112561189183892
E,1.708084237296806
E,3.4100940529730295
E,2.88864143026394
E,2.2729743196902614
E,1.4333585339738106
E,1.9597930625634254
E,2.547612245301063
E,1.4959666783944643
E,3.0590701295587994
E,3.097453566435787
E,0.8334953703744139
E,1.2530886899139395
E,3.206738733339267
E,0.3127801194566493
E,2.4197098949063274
E,2.2334987616387965
E,5.195901197857387
E,-0.7296803412269512
E,1.1592041985759534
E,2.6740286686504553
E,3.6743265096713893
E,2.839687083840494
E,0.5716315644448093
E,4.239388169167821
E,0.24273377589824552
E,0.8869839120953416
E,1.9568596093866664
E,4.225586908906603
E,2.50631658733822
E,2.730396051435768
E,3.728077594736817
F,2.984779968314556
F,0.7752621240357336
F,2.7097262180658253
F,1.8907800074219359
F,3.7826078953883333
F,1.7565553203970248
F,0.47289297774538896
F,2.491834371466622
F,2.354503660926992
F,1.9823736523696225
F,0.9434496778827748
F,1.1610853339217315
F,1.987374283509574
F,3.038110146004329
F,1.6355422860949393
F,1.128550527814605
F,-0.7042030254466991
F,2.494249836540647
F,2.427340324999113
F,3.309190860109685
F,3.466722642310698
F,1.8569439337053837
F,3.2985137262107402
F,2.001313547555922
F,1.3235899243144194
F,1.1518034031145319
F,1.6530588995925644
F,2.2274794430270712
F,1.9725985963888888
F,2.2008777905850327
F,2.198942671822796
F,2.7145993560836894
F,1.7268182251101507
F,3.6353474579317284
F,2.4376938864796434
F,0.8064641492509204
F,1.7233501958008195
F,2.5158830505351184
F,1.5889446679136572
F,2.3449950494725744
F,2.4343958608311387
F,3.303477683005029
F,1.3483040892669238
F,1.9831191376720116
F,1.4323075447064089
F,0.8728671302367157
F,0.15102968882096746
F,2.1955290551818902
F,2.6015652251955874
F,2.6391581597899334
F,0.6100071825379192
F,0.8703221466024156
F,0.8588458051624321
F,1.3113285003991133
F,2.170197818152129
F,2.5944834272574093
F,1.1849673492750425
F,-0.8643468370667295
F,2.95382348170826
F,2.615284770613444
F,1.2991292994497368
F,0.92633865853021
F,1.7000088032002636
F,2.1081065628025706
F,2.7232007635876743
F,3.3900950960742664
F,1.1511166016215961
F,2.290722844643498
F,3.3341760337024224
F,1.0986578447409174
F,1.7772365870671492
F,0.228531971796601
F,2.2874222501144454
F,1.358808237676001
F,1.0750623577610532
F,1.2200225308146766
F,2.444503373594371
F,-0.16246900261165997
F,1.5744891000790546
F,0.986282340795454
F,1.0378809716962532
F,2.4746346272773647
F,2.351754269604537
F,1.892979643753019
F,2.5375172566003457
F,1.3978951015518697
F,-0.023297645333680617
F,3.154421280598138
F,1.769307002305891
F,1.6349112317850893
F,2.1575179293757225
F,2.7659322229843957
F,2.4260869662023135
F,2.927265399965311
F,2.0461345928404873
F,1.495714356908889
F,1.6995505916444384
F,2.822915978645871
F,1.150731203870961
F,1.0463899043188039
G,2.313478715882576
G,2.612473307433314
G,0.3089167724631179
G,2.784698627442325
G,2.011925135260023
G,1.8187447121300393
G,3.10695440248067
G,3.479394870988263
G,0.8526005590001582
G,3.0116543765139956
G,1.3679308050251184
G,2.13236131951909
G,2.480926064725324
G,2.1331776275846073
G,0.5371355376718063
G,1.4935982195252588
G,3.539663237337545
G,2.172793618387291
G,1.164176075920322
G,1.3440712961203918
G,3.05756608653532
G,2.346083489865367
G,1.1028134580063056
G,2.0062652112556303
G,2.5966705090757305
G,3.7225518079440096
G,1.1182505165906544
G,1.6200540448331324
G,2.9961100158737626
G,1.5408791070561592
G,3.460265746212568
G,3.043246176950352
G,0.3409590296531655
G,2.423957776227396
G,0.580837073814761
G,0.5353075433293175
G,2.070420972147832
G,2.0566982219802714
G,1.9672918227344125
G,3.2642812240663748
G,2.294987885730239
G,1.3269131794955111
G,2.119588291490956
G,1.485603491008706
G,1.931888426133463
G,0.8519880881632571
G,1.8847555198708308
G,2.1029363918490085
G,1.2982565128968604
G,2.041230624270294
G,1.3512316494015213
G,1.3559921405335569
G,1.795561174933628
G,2.4908409176615924
G,1.7946630127294703
G,2.1906913239252557
G,2.9700241926611235
G,1.7147389221529306
G,1.8963807314582337
G,2.5112545412037064
G,0.7418375499842784
G,2.5438259689561944
G,1.4650364134170109
G,0.861953973219928
G,0.23199622912434603
G,1.2850217971322577
G,0.8297977356403787
G,0.8215518515805404
G,3.6272913379533316
G,0.7878533343714669
G,2.997509917441285
G,2.545245641420171
G,1.1152108848248796
G,1.388769302118629
G,1.5898004871666431
G,2.1904093698368143
G,1.651675071040662
G,2.8268475302849883
G,1.7073130976972775
G,-0.16534620996324056
G,1.9037832237966197
G,0.14804315375141575
G,2.9378111352320895
G,1.252313518560503
G,0.8847585642998346
G,1.408493584701176
G,2.585230683909193
G,0.08144180069013696
G,2.2538167915040925
G,1.0277582337538311
G,1.991486551961983
G,2.679041911007479
G,2.5696313666924224
G,3.5029616611283965
G,2.1290854011654745
G,1.2988170483233823
G,4.1537072159772315
G,1.6967538617382503
G,2.8075797769080126
G,2.930991466126415
H,2.4549020982729326
H,3.4254206900636004
H,1.79100882748725
H,0.7685972209093919
H,1.639396422846653
H,1.4527867005159436
H,2.327996007514467
H,1.0667001679063435
H,2.6808108248001754
H,0.8361175998136425
H,3.7554495098833476
H,3.449637364254908
H,1.551205058788916
H,2.1400672889304646
H,1.6263496718224182
H,0.7935658827619154
H,-0.6613459749410127
H,1.9749055067344095
H,1.9656267427509364
H,3.6423590390448473
H,0.004537852461169001
H,1.3378292413975905
H,2.880037992310033
H,2.3423874200016432
H,2.1217538555237856
H,1.3792389654881867
H,2.200945267574023
H,1.7640946519766592
H,2.1136611149702267
H,1.422070804712182
H,3.188564885838331
H,3.059936278121474
H,3.3367582108646765
H,1.632830828869783
H,1.695663295221605
H,1.6497203757642867
H,3.3741447627280254
H,1.700279508124931
H,2.097635144225232
H,2.381188028723722
H,2.6782125568187833
H,1.7323267277657304
H,4.345965664334912
H,1.0725053444751707
H,0.573442826302262
H,2.042302664389813
H,3.7674434700048147
H,2.052750327145367
H,2.1097260399699675
H,2.863202615558153
H,1.9010267952303828
H,2.1036965460862205
H,3.20848487568464
H,2.093746021052772
H,1.247803481053917
H,2.3949242198726606
H,0.9084795660125813
H,0.5417075750043059
H,1.8772877150442457
H,0.8990708083316037
H,2.5809230718397567
H,1.8530525106402123
H,1.233665384927646
H,3.622897578544623
H,1.8900594559640094
H,3.421704854262057
H,1.886578951003602
H,1.6707190584188472
H,2.373460983597143
H,3.0298881309398116
H,4.705775047199341
H,0.9650541287507555
H,1.8165701413592727
H,3.077771307451325
H,2.3416202252987928
H,1.812656375881326
H,0.6971408914705255
H,1.7213417380243339
H,1.8152460915417337
H,1.9182225028264361
H,3.6122417937270668
H,1.538060160495332
H,0.42394969918136427
H,2.4964330735311275
H,1.8880462161810314
H,1.795653599788027
H,2.6355681628564014
H,-0.906673954071548
H,1.4463417472390447
H,1.8465481717490768
H,2.60529051576044
H,1.738993403815639
H,0.9948615375887484
H,2.3725661143125834
H,2.019446176520124
H,2.1105288153952757
H,3.1565704369235785
H,1.4577795397882376
H,0.7507987165809185
H,0.719987403246809
I,1.376067212209616
I,1.0123494200119367
I,2.3507788855938734
I,4.210960730483138
I,2.3004899342917335
I,3.177237124297383
I,1.297403674819987
I,2.1783552172982055
I,2.9660949625958994
I,2.0450406547449367
I,3.1852626014680436
I,3.0940473785994036
I,1.767270104415045
I,1.6280413580386919
I,4.757817387601102
I,2.20745066364019
I,2.4066193342141973
I,2.3454539753726387
I,1.8317931194596235
I,1.473024056303355
I,1.2642648186192975
I,3.313962339054452
I,1.4139371666771274
I,3.06748541348963
I,3.806595489706619
I,3.5577789601178775
I,2.2612468024264665
I,1.8606781490398623
I,1.321106500938483
I,2.381437860048891
I,2.1673843143212954
I,2.5562935425141604
I,1.7959902452459666
I,3.029035120121665
I,3.114169570852022
I,3.4758861012887583
I,4.649755517379322
I,2.5978905988792924
I,1.824453681521296
I,2.3226791349954055
I,0.772080110898981
I,2.529923153969037
I,1.9743268667399392
I,2.806011748521125
I,2.131189814361928
I,1.0190154637022948
I,2.436583321344559
I,1.0467554688236134
I,3.2970061939422584
I,0.5706402877360746
I,2.258123055828009
I,2.8579817778427796
I,0.8803824869100136
I,3.7990553146602686
I,1.5146608090969766
I,1.893669708778679
I,2.5633321059663308
I,2.062856143741608
I,1.364048467990175
I,2.809337928216715
I,1.8757765417831136
I,2.9065003735241848
I,1.8952771372252917
I,1.4427496710464962
I,2.305365641546744
I,3.0494393176105836
I,2.642321799327066
I,2.341065909738286
I,0.4522059284238238
I,3.8514436318914953
I,2.3600603223622776
I,1.536002308930089
I,2.1983097602874815
I,2.6612555627274324
I,0.8816486166941377
I,3.117308632275803
I,2.646832728096417
I,3.6027670463050856
I,3.3860392704473505
I,1.8620594009377611
I,1.9097172581860438
I,1.4044838274375526
I,2.038297071745385
I,3.3443548112969226
I,4.192207011615454
I,3.3284093958642993
I,0.570062330369316
I,3.221878106163116
I,3.436268762003404
I,3.0174201441298005
I,1.5450696368812147
I,3.4645105184847105
I,3.1294814581036667
I,3.06265658435809
I,2.0185927972957574
I,3.245891777793581
I,2.5115918844458127
I,2.332229738343964
I,3.8870980965182778
I,3.15722337664623
