iteration,combination,p_chi,p_aov
1,86,0.384807596201899,1
1,87,0.08595702148925537,1
1,88,0.43778110944527737,1
1,89,0.5367316341829086,1
1,90,0.9765117441279361,1
1,91,0.08445777111444278,1
1,92,0.7386306846576711,1
1,93,0.4482758620689655,1
1,94,0.07196401799100449,1
1,95,0.9535232383808095,1
1,96,0.4617691154422789,1
1,97,0.026486756621689155,1
1,98,0.49025487256371814,1
1,99,0.33883058470764615,1
1,100,0.4002998500749625,1
2,1,1,0.7057864100534443
2,2,1,0.4274679314268741
2,3,1,0.2644315348505045
2,4,1,0.7926146208586089
2,5,1,0.7490858100638532
2,6,1,0.28465761569841586
2,7,1,0.7540479284070835
2,8,1,0.10630597117327695
2,9,1,0.4216316883067448
2,10,1,0.2214812506673452
2,11,1,0.16534309533372457
2,12,1,0.8508525823871618
2,13,1,0.02601511419980249
2,14,1,0.14305545557226318
2,15,1,0.6538826814367659
2,16,1,0.3164432894411903
2,17,1,0.5611551709868786
2,18,1,0.05972369789649101
2,19,1,0.7964037049364695
2,20,1,0.192239564241781
2,21,0.28535732133933034,1
2,22,0.6671664167916042,1
2,23,0.4452773613193403,1
2,24,0.7876061969015492,1
2,25,0.0029985007496251873,1
2,26,0.11644177911044477,1
2,27,0.42528735632183906,1
2,28,0.7456271864067966,1
2,29,0.46026986506746626,1
2,30,0.512743628185907,1
2,31,0.68015992003998,1
2,32,0.18240879560219891,1
2,33,0.9700149925037481,1
2,34,0.6896551724137931,1
2,35,0.8905547226386806,1
2,36,0.2273863068465767,1
2,37,0.02498750624687656,1
2,38,0.6606696651674163,1
2,39,0.4217891054472764,1
2,40,0.19490254872563717,1
2,41,0.7831084457771115,1
2,42,0.7151424287856072,1
2,43,0.12143928035982009,1
2,44,0.4587706146926537,1
2,45,0.041979010494752625,1
2,46,0.5112443778110944,1
2,47,0.896551724137931,1
2,48,0.9245377311344328,1
2,49,0.8455772113943029,1
2,50,0.2158920539730135,1
2,51,0.7666166916541729,1
2,52,0.13893053473263367,1
2,53,0.40379810094952523,1
2,54,0.4757621189405297,1
2,55,0.92103948025987,1
2,56,0.2543728135932034,1
2,57,0.40929535232383807,1
2,58,0.9705147426286856,1
2,59,0.3808095952023988,1
2,60,0.8110944527736131,1
2,61,0.7231384307846077,1
2,62,0.35932033983008493,1
2,63,0.8095952023988006,1
2,64,0.15342328835582209,1
2,65,0.24987506246876562,1
2,66,0.6131934032983508,1
2,67,0.062468765617191405,1
2,68,0.015492253873063468,1
2,69,0.5017491254372813,1
2,70,0.10194902548725637,1
2,71,0.9465267366316842,1
2,72,0.03398300849575212,1
2,73,0.3363318340829585,1
2,74,0.9515242378810594,1
2,75,0.8735632183908046,1
2,76,0.9995002498750625,1
2,77,0.743128435782109,1
2,78,0.21389305347326337,1
2,79,0.0814592703648176,1
2,80,0.5972013993003499,1
2,81,0.7546226886556722,1
2,82,0.367816091954023,1
2,83,0.5627186406796602,1
2,84,0.9565217391304348,1
2,85,0.8615692153923038,1
2,86,0.0944527736131934,1
2,87,0.6881559220389805,1
2,88,0.08845577211394302,1
2,89,0.013493253373313344,1
2,90,0.6446776611694153,1
2,91,0.551224387806097,1
2,92,0.7841079460269865,1
2,93,0.9280359820089955,1
2,94,0.7026486756621689,1
2,95,0.8685657171414293,1
2,96,0.2683658170914543,1
2,97,0.4512743628185907,1
2,98,0.3363318340829585,1
2,99,0.6746626686656672,1
2,100,0.18340829585207397,1
3,1,1,0.023529844685454937
3,2,1,0.24746320584872422
3,3,1,0.5094375742785133
3,4,1,0.8380631556039453
3,5,1,0.7005876088008897
3,6,1,0.9230367796966863
3,7,1,0.43171521666531365
3,8,1,0.3742714571670022
3,9,1,0.2672539692334654
3,10,1,0.6368170011994099
3,11,1,0.005334545136407963
3,12,1,0.91039148197562
3,13,1,0.043755306963667646
3,14,1,0.6016503207887064
3,15,1,2.737724443899057e-4
3,16,1,0.6471455955305949
3,17,1,0.14360473616065883
3,18,1,0.558409702180504
3,19,1,0.18762472870936064
3,20,1,0.31073891828784156
3,21,0.5027486256871564,1
3,22,0.7801099450274862,1
3,23,0.030984507746126936,1
3,24,0.8170914542728636,1
3,25,0.6041979010494752,1
3,26,0.6906546726636682,1
3,27,0.8770614692653673,1
3,28,0.19940029985007496,1
3,29,0.8855572213893054,1
3,30,0.5427286356821589,1
3,31,0.5382308845577212,1
3,32,0.9180409795102449,1
3,33,0.00399800099950025,1
3,34,0.5172413793103449,1
3,35,0.14492753623188406,1
3,36,0.7876061969015492,1
3,37,0.2143928035982009,1
3,38,0.296351824087956,1
3,39,0.8365817091454273,1
3,40,0.8340829585207397,1
3,41,0.6376811594202898,1
3,42,0.809095452273863,1
3,43,0.02348825587206397,1
3,44,0.6976511744127936,1
3,45,0.862568715642179,1
3,46,0.03798100949525238,1
3,47,0.009995002498750625,1
3,48,0.9685157421289355,1
3,49,0.5442278860569715,1
3,50,0.25837081459270367,1
3,51,0.09345327336331834,1
3,52,0.5082458770614693,1
3,53,0.45527236381809094,1
3,54,0.49325337331334335,1
3,55,0.18140929535232383,1
3,56,0.2028985507246377,1
3,57,0.4482758620689655,1
3,58,0.25837081459270367,1
3,59,0.8575712143928036,1
3,60,0.9500249875062469,1
3,61,0.6696651674162919,1
3,62,0.17841079460269865,1
3,63,0.8095952023988006,1
3,64,0.0399800099950025,1
3,65,0.7546226886556722,1
3,66,0.0239880059970015,1
3,67,0.4827586206896552,1
3,68,0.35282358820589704,1
3,69,0.7611194402798601,1
3,70,0.6481759120439781,1
3,71,0.49825087456271866,1
3,72,0.7621189405297352,1
3,73,0.8420789605197402,1
3,74,0.08895552223888056,1
3,75,0.008995502248875561,1
3,76,0.9090454772613693,1
3,77,0.06596701649175413,1
3,78,0.06146926536731634,1
3,79,0.7876061969015492,1
3,80,0.3458270864567716,1
3,81,0.9310344827586207,1
3,82,0.17541229385307347,1
3,83,0.6281859070464768,1
3,84,0.025987006496751622,1
3,85,0.8115942028985508,1
3,86,0.1584207896051974,1
3,87,0.5552223888055972,1
3,88,0.383808095952024,1
3,89,0.6446776611694153,1
3,90,0.5997001499250375,1
3,91,0.9905047476261869,1
3,92,0.12593703148425786,1
3,93,0.6991504247876063,1
3,94,0.7866066966516742,1
3,95,0.1199400299850075,1
3,96,0.24187906046976512,1
3,97,0.4732633683158421,1
3,98,0.16441779110444776,1
3,99,0.9255372313843079,1
3,100,0.11544227886056972,1
4,1,1,0.5971874259453053
4,2,1,0.16467216163205847
4,3,1,0.031657791366878164
4,4,1,0.24659113760234327
4,5,1,0.8821843824028913
4,6,1,0.9799744253352144
4,7,1,0.7027980841006332
4,8,1,0.3351729401040877
4,9,1,0.7293083071582696
4,10,1,0.8344196407925208
4,11,1,0.4182657032707836
4,12,1,0.06614521362371228
4,13,1,0.8205637325677128
4,14,1,0.031004053223172255
4,15,1,0.3150645023405295
4,16,1,0.26290608480009764
4,17,1,0.5472730100624844
4,18,1,0.924714172602175
4,19,1,0.004766223088320618
4,20,1,0.5358703889223886
4,21,0.06096951524237881,1
4,22,0.5832083958020989,1
4,23,0.8015992003998001,1
4,24,0.27636181909045476,1
4,25,0.175912043978011,1
4,26,0.05247376311844078,1
4,27,0.670664667666167,1
4,28,0.7666166916541729,1
4,29,0.15092453773113443,1
4,30,0.26186906546726635,1
4,31,0.3548225887056472,1
4,32,0.6481759120439781,1
4,33,0.9635182408795602,1
4,34,0.6046976511744128,1
4,35,0.43778110944527737,1
4,36,0.7131434282858571,1
4,37,0.04297851074462768,1
4,38,0.8340829585207397,1
4,39,0.656671664167916,1
4,40,0.8755622188905547,1
4,41,0.22788605697151423,1
4,42,0.41179410294852575,1
4,43,0.7796101949025487,1
4,44,0.6106946526736632,1
4,45,0.4007996001999001,1
4,46,0.09245377311344327,1
4,47,0.6101949025487257,1
4,48,0.8225887056471765,1
4,49,0.23238380809595202,1
4,50,0.8500749625187406,1
4,51,0.2978510744627686,1
4,52,0.5777111444277861,1
4,53,0.5422288855572214,1
4,54,0.18140929535232383,1
4,55,0.38580709645177413,1
4,56,0.1199400299850075,1
4,57,0.5817091454272864,1
4,58,0.5212393803098451,1
4,59,0.009495252373813094,1
4,60,0.16491754122938532,1
4,61,0.07396301849075462,1
4,62,4.997501249375312e-4,1
4,63,0.935032483758121,1
4,64,0.5897051474262869,1
4,65,0.8365817091454273,1
4,66,0.8520739630184908,1
4,67,0.5312343828085957,1
4,68,0.38330834582708645,1
4,69,0.6036981509245377,1
4,70,0.26786606696651677,1
4,71,0.24187906046976512,1
4,72,0.018490754622688656,1
4,73,0.4587706146926537,1
4,74,0.9265367316341829,1
4,75,0.4397801099450275,1
4,76,0.2978510744627686,1
4,77,0.3248375812093953,1
4,78,0.6406796601699151,1
4,79,0.7041479260369815,1
4,80,0.6141929035482259,1
4,81,0.5037481259370314,1
4,82,0.8885557221389305,1
4,83,0.44377811094452774,1
4,84,0.3698150924537731,1
4,85,0.8525737131434283,1
4,86,0.39280359820089955,1
4,87,0.8145927036481759,1
4,88,0.2193903048475762,1
4,89,0.41329335332333833,1
4,90,0.8540729635182409,1
4,91,0.5287356321839081,1
4,92,0.6541729135432284,1
4,93,0.5937031484257871,1
4,94,0.3743128435782109,1
4,95,0.054972513743128434,1
4,96,0.9820089955022488,1
4,97,0.8235882058970515,1
4,98,0.16241879060469766,1
4,99,0.20689655172413793,1
4,100,0.9290354822588706,1
5,1,1,0.494875782730439
5,2,1,1.4680342557836748e-4
5,3,1,0.19646888629169976
5,4,1,0.03421994622400204
5,5,1,0.9034186078719308
5,6,1,0.02670518918321243
5,7,1,0.44086503886531414
5,8,1,0.44871843188208427
5,9,1,0.5923754839965939
5,10,1,0.4611728036537147
5,11,1,0.007741736226213016
5,12,1,0.5744187773538452
5,13,1,0.020031972019759498
5,14,1,0.2096052704100595
5,15,1,0.7837263257644923
5,16,1,0.9199114339557593
5,17,1,0.630550071322344
5,18,1,0.870244645334772
5,19,1,0.11705583487872695
5,20,1,0.5058729596760068
5,21,0.7026486756621689,1
5,22,0.5547226386806596,1
5,23,0.7621189405297352,1
5,24,0.5462268865567217,1
5,25,0.7306346826586707,1
5,26,0.5757121439280359,1
5,27,0.4737631184407796,1
5,28,0.7106446776611695,1
5,29,0.8290854572713643,1
5,30,0.5382308845577212,1
5,31,0.8630684657671165,1
5,32,0.9615192403798101,1
5,33,0.12193903048475763,1
5,34,0.9725137431284357,1
5,35,0.11144427786106946,1
5,36,0.16541729135432284,1
5,37,0.3708145927036482,1
5,38,0.7781109445277361,1
5,39,0.7561219390304847,1
5,40,0.2273863068465767,1
5,41,0.7206396801599201,1
5,42,0.17891054472763618,1
5,43,0.9805097451274363,1
5,44,0.712143928035982,1
5,45,0.41529235382308843,1
5,46,0.5142428785607196,1
5,47,0.1794102948525737,1
5,48,0.07496251874062969,1
5,49,0.431784107946027,1
5,50,0.6541729135432284,1
5,51,0.895552223888056,1
5,52,0.12393803098450774,1
5,53,0.8270864567716142,1
5,54,0.6361819090454772,1
5,55,0.4197901049475262,1
5,56,0.12743628185907047,1
5,57,0.7886056971514243,1
5,58,0.7951024487756122,1
5,59,0.31434282858570717,1
5,60,0.42328835582208896,1
5,61,0.08495752123938032,1
5,62,0.7536231884057971,1
5,63,0.47976011994003,1
5,64,0.3713143428285857,1
5,65,0.6071964017991005,1
5,66,0.38630684657671166,1
5,67,0.9385307346326837,1
5,68,0.974512743628186,1
5,69,0.03698150924537731,1
5,70,0.12743628185907047,1
5,71,0.020989505247376312,1
5,72,0.9740129935032483,1
5,73,0.5872063968015993,1
5,74,0.2493753123438281,1
5,75,0.28735632183908044,1
5,76,0.9740129935032483,1
5,77,0.4197901049475262,1
5,78,0.783608195902049,1
5,79,0.3868065967016492,1
5,80,0.5942028985507246,1
5,81,0.7146426786606697,1
5,82,0.06796601699150424,1
5,83,0.895552223888056,1
5,84,0.028985507246376812,1
5,85,0.9655172413793104,1
5,86,0.84007996001999,1
5,87,0.6481759120439781,1
5,88,0.4622688655672164,1
5,89,0.8340829585207397,1
5,90,0.45027486256871563,1
5,91,0.17091454272863568,1
5,92,0.26186906546726635,1
5,93,0.6066966516741629,1
5,94,0.4662668665667166,1
5,95,0.776111944027986,1
5,96,0.21139430284857572,1
5,97,0.40229885057471265,1
5,98,0.43478260869565216,1
5,99,0.8510744627686156,1
5,100,0.9895052473763118,1
6,1,1,0.8815091150167215
6,2,1,0.45040228967280815
6,3,1,0.30630021901737237
6,4,1,0.8545347488496076
6,5,1,0.13143275816766684
6,6,1,0.2863860820653651
6,7,1,0.6028558264471986
6,8,1,0.7199950713266613
6,9,1,0.46555678967584113
6,10,1,0.7718036274016297
6,11,1,0.02680383373772662
6,12,1,0.8870072781869224
6,13,1,0.031752863438938364
6,14,1,0.2616873993650745
6,15,1,0.010241272155054342
6,16,1,0.5267972800785802
6,17,1,0.8282248301978332
6,18,1,0.5923921050687035
6,19,1,0.005015325259072024
6,20,1,0.16001221957073475
6,21,0.13693153423288357,1
6,22,0.5417291354322838,1
6,23,0.440279860069965,1
6,24,0.39930034982508744,1
6,25,0.49225387306346824,1
6,26,0.08195902048975512,1
6,27,0.6866566716641679,1
6,28,0.6226886556721639,1
6,29,0.03498250874562719,1
6,30,0.06096951524237881,1
6,31,0.3098450774612694,1
6,32,0.22188905547226387,1
6,33,0.46776611694152925,1
6,34,0.31634182908545727,1
6,35,0.11894052973513243,1
6,36,0.35332333833083457,1
6,37,0.6841579210394803,1
6,38,0.16891554222888555,1
6,39,0.4897551224387806,1
6,40,0.03798100949525238,1
6,41,0.006496751624187906,1
6,42,0.25237381309345325,1
6,43,0.13943028485757122,1
6,44,0.9090454772613693,1
6,45,0.5272363818090955,1
6,46,0.7756121939030485,1
6,47,0.22938530734632684,1
6,48,0.6026986506746627,1
6,49,0.8260869565217391,1
6,50,0.2703648175912044,1
6,51,0.7486256871564217,1
6,52,0.026486756621689155,1
6,53,0.21039480259870064,1
6,54,0.43428285857071464,1
6,55,0.9830084957521239,1
6,56,0.8320839580209896,1
6,57,0.7541229385307346,1
6,58,0.6766616691654173,1
6,59,0.5962018990504747,1
6,60,0.5002498750624688,1
6,61,0.022488755622188907,1
6,62,0.40379810094952523,1
6,63,0.8680659670164917,1
6,64,0.7886056971514243,1
6,65,0.16941529235382308,1
6,66,0.8010994502748626,1
6,67,0.688655672163918,1
6,68,0.08595702148925537,1
6,69,0.21689155422288856,1
6,70,0.5867066466766616,1
6,71,0.8835582208895553,1
6,72,0.4962518740629685,1
6,73,0.2143928035982009,1
6,74,0.6696651674162919,1
6,75,0.8610694652673663,1
6,76,0.051974012993503245,1
6,77,0.35332333833083457,1
6,78,0.7396301849075462,1
6,79,0.08345827086456771,1
6,80,0.5727136431784108,1
6,81,0.744127936031984,1
6,82,0.9635182408795602,1
6,83,0.15742128935532235,1
6,84,0.2513743128435782,1
6,85,0.5467266366816592,1
6,86,0.8030984507746127,1
6,87,0.14792603698150925,1
6,88,0.7831084457771115,1
6,89,0.25787106446776614,1
6,90,0.037481259370314844,1
6,91,0.3873063468265867,1
6,92,0.6986506746626686,1
6,93,0.7456271864067966,1
6,94,0.35332333833083457,1
6,95,0.8600699650174912,1
6,96,0.8335832083958021,1
6,97,0.8495752123938031,1
6,98,0.2273863068465767,1
6,99,0.7711144427786107,1
6,100,0.8265867066466767,1
7,1,1,0.8705697230778358
7,2,1,0.8201112982667728
7,3,1,0.32846898417348286
7,4,1,0.8425706699149398
7,5,1,0.6709077702022817
7,6,1,0.47987817564373303
7,7,1,0.26000096586661114
7,8,1,0.9727376258881512
7,9,1,0.9830697369538898
7,10,1,0.7675872622046642
7,11,1,0.06138472155410047
7,12,1,0.1815255009786491
7,13,1,0.23276288896293124
7,14,1,0.6519854011114743
7,15,1,0.34860765910988173
7,16,1,0.07001144889886109
7,17,1,0.36251781348387163
7,18,1,0.985646288945248
7,19,1,0.7436281547577432
7,20,1,0.06683868267975486
7,21,0.0769615192403798,1
7,22,0.3343328335832084,1
7,23,0.6871564217891054,1
7,24,0.14742628685657172,1
7,25,0.552223888055972,1
7,26,0.5497251374312844,1
7,27,0.7651174412793603,1
7,28,0.4497751124437781,1
7,29,0.735632183908046,1
7,30,0.696151924037981,1
7,31,0.22688655672163918,1
7,32,0.7851074462768616,1
7,33,0.8075962018990505,1
7,34,0.5197401299350325,1
7,35,0.7051474262868566,1
7,36,0.7796101949025487,1
7,37,0.19590204897551225,1
7,38,0.9030484757621189,1
7,39,0.24537731134432783,1
7,40,0.271864067966017,1
7,41,0.8780609695152424,1
7,42,0.19440279860069964,1
7,43,0.9085457271364318,1
7,44,0.6756621689155422,1
7,45,0.7551224387806097,1
7,46,0.729135432283858,1
7,47,0.14342828585707146,1
7,48,0.7981009495252374,1
7,49,0.8540729635182409,1
7,50,0.06546726636681659,1
7,51,0.6366816591704147,1
7,52,0.3473263368315842,1
7,53,0.3073463268365817,1
7,54,0.5107446276861569,1
7,55,0.750624687656172,1
7,56,0.063968015992004,1
7,57,0.037481259370314844,1
7,58,0.5487256371814093,1
7,59,0.9010494752623688,1
7,60,0.9615192403798101,1
7,61,0.4007996001999001,1
7,62,0.6921539230384808,1
7,63,0.34782608695652173,1
7,64,0.9875062468765617,1
7,65,0.0944527736131934,1
7,66,0.7976011994002998,1
7,67,0.9890054972513743,1
7,68,0.5957021489255372,1
7,69,0.8980509745127436,1
7,70,0.33933033483258374,1
7,71,0.049475262368815595,1
7,72,0.6571714142928535,1
7,73,0.5557221389305347,1
7,74,0.7486256871564217,1
7,75,0.47226386806596704,1
7,76,0.27886056971514245,1
7,77,0.9675162418790605,1
7,78,0.600199900049975,1
7,79,0.5922038980509745,1
7,80,0.24737631184407796,1
7,81,0.08895552223888056,1
7,82,0.31134432783608196,1
7,83,0.44627686156921537,1
7,84,0.39080459770114945,1
7,85,0.020989505247376312,1
7,86,0.9800099950024987,1
7,87,0.729135432283858,1
7,88,0.784607696151924,1
7,89,0.47926036981509246,1
7,90,0.8040979510244878,1
7,91,0.3233383308345827,1
7,92,0.12193903048475763,1
7,93,0.35582208895552225,1
7,94,0.34132933533233384,1
7,95,0.28735632183908044,1
7,96,0.36681659170414793,1
7,97,0.19140429785107446,1
7,98,0.019490254872563718,1
7,99,0.04897551224387806,1
7,100,0.9430284857571214,1
8,1,1,0.11948436615720423
8,2,1,0.42318980734936995
8,3,1,0.9870446120498806
8,4,1,0.4190757003273581
8,5,1,0.860419885808416
8,6,1,0.25314997782651105
8,7,1,0.2335109635292797
8,8,1,0.11461279337262756
8,9,1,0.8030013879923744
8,10,1,0.7110707249611867
8,11,1,0.04047282170456788
8,12,1,0.6129028039323787
8,13,1,0.7876456329777649
8,14,1,0.045249828877075085
8,15,1,0.22084374569139462
8,16,1,0.11549235447128674
8,17,1,0.24405197484051894
8,18,1,0.11426451212745654
8,19,1,0.31218421354453285
8,20,1,0.4117466867253981
8,21,0.616191904047976,1
8,22,0.47176411794102946,1
8,23,0.1024487756121939,1
8,24,0.06946526736631684,1
8,25,0.848575712143928,1
8,26,0.8810594702648675,1
8,27,0.3168415792103948,1
8,28,0.3853073463268366,1
8,29,0.6106946526736632,1
8,30,0.1504247876061969,1
8,31,0.1539230384807596,1
8,32,0.04047976011994003,1
8,33,0.10844577711144428,1
8,34,0.8850574712643678,1
8,35,0.670664667666167,1
8,36,0.504247876061969,1
8,37,0.5432283858070964,1
8,38,0.11544227886056972,1
8,39,0.1729135432283858,1
8,40,0.6686656671664168,1
8,41,0.37381309345327335,1
8,42,0.028985507246376812,1
8,43,0.4142928535732134,1
8,44,0.39280359820089955,1
8,45,0.239880059970015,1
8,46,0.9775112443778111,1
8,47,0.030984507746126936,1
8,48,0.3333333333333333,1
8,49,0.1454272863568216,1
8,50,0.8845577211394303,1
8,51,0.4547726136931534,1
8,52,0.5377311344327836,1
8,53,0.2983508245877061,1
8,54,0.1024487756121939,1
8,55,0.6531734132933533,1
8,56,0.5877061469265368,1
8,57,0.09145427286356822,1
8,58,0.6646676661669165,1
8,59,0.10744627686156921,1
8,60,0.05547226386806597,1
8,61,0.175912043978011,1
8,62,0.3713143428285857,1
8,63,0.5462268865567217,1
8,64,0.11594202898550725,1
8,65,0.24587706146926536,1
8,66,0.7541229385307346,1
8,67,0.5902048975512244,1
8,68,0.08845577211394302,1
8,69,0.4752623688155922,1
8,70,0.8175912043978011,1
8,71,0.16991504247876063,1
8,72,0.6121939030484758,1
8,73,0.9475262368815592,1
8,74,0.24687656171914044,1
8,75,0.10494752623688156,1
8,76,0.5282358820589705,1
8,77,0.12893553223388307,1
8,78,0.7301349325337332,1
8,79,0.34182908545727136,1
8,80,0.760119940029985,1
8,81,0.495752123938031,1
8,82,0.29735132433783107,1
8,83,0.9775112443778111,1
8,84,0.7866066966516742,1
8,85,0.559720139930035,1
8,86,0.8345827086456772,1
8,87,0.5242378810594702,1
8,88,0.5162418790604698,1
8,89,0.8935532233883059,1
8,90,0.7736131934032984,1
8,91,0.6851574212893553,1
8,92,0.9075462268865567,1
8,93,0.4007996001999001,1
8,94,0.7271364317841079,1
8,95,0.9945027486256871,1
8,96,0.8350824587706147,1
8,97,0.095952023988006,1
8,98,0.5992003998001,1
8,99,0.127936031984008,1
8,100,0.30834582708645675,1
9,1,1,0.29472790369255863
9,2,1,0.793566575529908
9,3,1,0.8515417890818272
9,4,1,0.5435600635516764
9,5,1,0.5517253985551587
9,6,1,0.17198854138518044
9,7,1,0.6327261272752792
9,8,1,0.026485663349527205
9,9,1,0.6981058108535827
9,10,1,0.35375420094971666
9,11,1,0.2191892256884055
9,12,1,0.12588065153952652
9,13,1,0.4264402840685322
9,14,1,0.061772039974512805
9,15,1,0.8486946241420135
9,16,1,0.22189984514691902
9,17,1,0.27509342467110326
9,18,1,0.3110400684292462
9,19,1,0.014683253522045261
9,20,1,0.5129341690605524
9,21,0.9075462268865567,1
9,22,0.7411294352823589,1
9,23,0.5162418790604698,1
9,24,0.2493753123438281,1
9,25,0.3988005997001499,1
9,26,0.3233383308345827,1
9,27,0.8490754622688655,1
9,28,0.33883058470764615,1
9,29,0.3233383308345827,1
9,30,0.2773613193403298,1
9,31,0.12993503248375812,1
9,32,0.3933033483258371,1
9,33,0.55872063968016,1
9,34,0.16991504247876063,1
9,35,0.7681159420289855,1
9,36,0.41879060469765117,1
9,37,0.8325837081459271,1
9,38,0.49975012493753124,1
9,39,0.23238380809595202,1
9,40,0.7811094452773614,1
9,41,0.424287856071964,1
9,42,0.5707146426786607,1
9,43,0.7971014492753623,1
9,44,0.43778110944527737,1
9,45,0.5887056471764118,1
9,46,0.7981009495252374,1
9,47,0.8205897051474262,1
9,48,0.7306346826586707,1
9,49,0.25037481259370314,1
9,50,0.9195402298850575,1
9,51,0.35282358820589704,1
9,52,0.280359820089955,1
9,53,0.20439780109945027,1
9,54,0.005997001499250375,1
9,55,0.3023488255872064,1
9,56,0.8970514742628686,1
9,57,0.047976011994003,1
9,58,0.9185407296351824,1
9,59,0.3503248375812094,1
9,60,0.8305847076461769,1
9,61,0.26036981509245377,1
9,62,0.4127936031984008,1
9,63,0.665167416291854,1
9,64,0.743128435782109,1
9,65,0.7701149425287356,1
9,66,0.8465767116441779,1
9,67,0.6496751624187906,1
9,68,0.3493253373313343,1
9,69,0.11144427786106946,1
9,70,0.22288855572213892,1
9,71,0.8430784607696152,1
9,72,0.2048975512243878,1
9,73,0.2658670664667666,1
9,74,0.11344327836081959,1
9,75,0.27886056971514245,1
9,76,0.09845077461269365,1
9,77,0.8415792103948025,1
9,78,0.6736631684157921,1
9,79,0.9290354822588706,1
9,80,0.39480259870064965,1
9,81,0.3453273363318341,1
9,82,0.2353823088455772,1
9,83,0.5442278860569715,1
9,84,0.3353323338330835,1
9,85,0.8700649675162418,1
9,86,0.14642678660669664,1
9,87,0.27586206896551724,1
9,88,0.6476761619190404,1
9,89,0.6501749125437282,1
9,90,0.991504247876062,1
9,91,0.5552223888055972,1
9,92,0.8780609695152424,1
9,93,0.2913543228385807,1
9,94,0.5987006496751625,1
9,95,0.9860069965017492,1
9,96,0.440279860069965,1
9,97,0.7541229385307346,1
9,98,0.8120939530234883,1
9,99,0.7941029485257372,1
9,100,0.9450274862568716,1
10,1,1,0.32636835856619983
10,2,1,0.03726964348315267
10,3,1,0.2865919560854407
10,4,1,0.7398948826763423
10,5,1,0.6106611320760259
10,6,1,0.3725534346230267
10,7,1,0.10830259877278473
10,8,1,0.7528494719200818
10,9,1,0.565044982697013
10,10,1,0.6155231194496846
10,11,1,0.14700170998694542
10,12,1,0.6276052098204803
10,13,1,0.3916322622696645
10,14,1,0.484372983528945
10,15,1,0.6075278286521942
10,16,1,0.3486609650708699
10,17,1,0.039533805352922634
10,18,1,0.2761318645162164
10,19,1,0.6955048488816507
10,20,1,0.07434212310874276
10,21,0.36281859070464767,1
10,22,0.7001499250374813,1
10,23,0.1619190404797601,1
10,24,0.06896551724137931,1
10,25,0.4112943528235882,1
10,26,0.3708145927036482,1
10,27,0.5687156421789106,1
10,28,0.624687656171914,1
10,29,0.5802098950524738,1
10,30,0.15742128935532235,1
10,31,0.04297851074462768,1
10,32,0.8300849575212393,1
10,33,0.5657171414292853,1
10,34,0.21389305347326337,1
10,35,0.0944527736131934,1
